AssessmentPPID,PropertyID,TaxYear,ClassCode,EstimatedFlag,UnderThresholdFlag,TotalMarketValue,SpecialMobileValue,EstPenalty,MarketValue,TaxClass,TaxablePercent,TotalTaxableValue,SpecialMobileTaxable,TaxableValue,ClassQuantity,TIFBaseValue,TIFIncrementalValue,TotalMills,TaxAmount
214312,564584,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,691.630,0.000000
214313,564584,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
189710,564585,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,776.370,0.000000
189711,564585,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
189712,564585,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,13.000000,0.000000,0.000000,776.370,0.000000
189713,564585,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,776.370,0.000000
183826,564586,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,691.630,0.000000
183827,564586,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
183828,564586,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
295630,564586,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,1.000000,NULL,NULL,691.630,NULL
173206,564589,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,7.000000,NULL,NULL,691.630,0.000000
173207,564589,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,507.000000,NULL,NULL,691.630,0.000000
173208,564589,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,5.000000,NULL,NULL,691.630,NULL
173209,564589,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
237040,564591,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,572.390,0.000000
237041,564591,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,572.390,0.000000
237042,564591,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,572.390,0.000000
237043,564591,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,572.390,0.000000
192486,564594,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
192487,564594,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
192488,564594,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,691.630,0.000000
192489,564594,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
296550,564594,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
184868,564595,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
184869,564595,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
184870,564595,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
184871,564595,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
215026,564596,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,634.290,0.000000
215027,564596,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,634.290,0.000000
215028,564596,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,31.000000,0.000000,0.000000,634.290,0.000000
215029,564596,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.290,0.000000
188900,564597,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
188901,564597,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
188902,564597,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
188903,564597,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
173210,564601,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,6.000000,NULL,NULL,691.630,0.000000
173211,564601,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173212,564607,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173213,564607,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
173214,564607,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
295646,564607,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
198592,564610,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,572.390,0.000000
198593,564610,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,572.390,0.000000
233255,564611,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.290,0.000000
233256,564611,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.290,0.000000
233257,564611,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.290,0.000000
233258,564611,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.290,0.000000
233259,564611,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.290,0.000000
230386,564614,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
230387,564614,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
230388,564614,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
230389,564614,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
173215,564615,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,776.370,0.000000
173216,564615,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,776.370,0.000000
295629,564615,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,776.370,NULL
187741,564621,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
187742,564621,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
228755,564622,2019,6510,No,No,1023.000000,0.000000,0.000000,1023.000000,8,1.500000,12.000000,0.000000,12.000000,0.000000,0.000000,0.000000,691.630,8.300000
228756,564622,2019,6311,No,No,77255.000000,0.000000,0.000000,77255.000000,8,1.500000,906.000000,0.000000,906.000000,1.000000,0.000000,0.000000,691.630,626.620000
228757,564622,2019,6519,No,No,600.000000,0.000000,0.000000,600.000000,8,1.500000,7.000000,0.000000,7.000000,0.000000,0.000000,0.000000,691.630,4.840000
271210,564622,2019,6300,No,No,51.000000,NULL,NULL,51.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
230644,564623,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,634.630,0.000000
230645,564623,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,634.630,0.000000
230646,564623,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,17.000000,0.000000,0.000000,634.630,0.000000
230647,564623,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
187072,564624,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,19.000000,0.000000,0.000000,776.370,0.000000
187073,564624,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
187074,564624,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,776.370,0.000000
187075,564624,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,13.000000,0.000000,0.000000,776.370,0.000000
173217,564633,2019,6311,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,0.000000,NULL,NULL,NULL,691.630,NULL
173218,564633,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
173219,564633,2019,6519,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,0.000000,NULL,NULL,NULL,691.630,NULL
212249,564634,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.520,0.000000
212250,564634,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.520,0.000000
212251,564634,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,13.000000,0.000000,0.000000,594.520,0.000000
212252,564634,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.520,0.000000
212253,564634,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.520,0.000000
173220,564638,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173221,564638,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173222,564638,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
173223,564638,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
203139,564639,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,18.000000,0.000000,0.000000,691.630,0.000000
203140,564639,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
173224,564640,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173225,564640,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173226,564640,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
173227,564640,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
198103,564641,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
198104,564641,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,691.630,0.000000
198105,564641,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,691.630,0.000000
198106,564641,2019,6300,No,Yes,0.000000,0.000000,0.000000,0.000000,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
198107,564641,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
198108,564641,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
205492,564644,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,691.630,0.000000
205493,564644,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
205494,564644,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
212323,564646,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,633.060,0.000000
212324,564646,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,633.060,0.000000
212325,564646,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,633.060,0.000000
212326,564646,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,633.060,0.000000
212327,564646,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,633.060,0.000000
189070,564648,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
189071,564648,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
189072,564648,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,691.630,0.000000
237038,564650,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,691.630,0.000000
237039,564650,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
200976,564652,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
200977,564652,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,24.000000,0.000000,0.000000,691.630,0.000000
200978,564652,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
200979,564652,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
219177,564655,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,691.630,0.000000
173228,564656,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173229,564656,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173230,564656,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
173231,564656,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
223488,564657,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,17.000000,0.000000,0.000000,691.630,0.000000
223489,564657,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
223490,564657,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
204379,564658,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,19.000000,0.000000,0.000000,691.630,0.000000
204380,564658,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
266164,564659,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
266165,564659,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,691.630,0.000000
266166,564659,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,691.630,0.000000
266167,564659,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
184318,564661,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
184319,564661,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
210341,564665,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
210342,564665,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
173232,564667,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173233,564667,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173234,564691,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
173235,564691,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
204417,564696,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
204418,564696,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,35.000000,0.000000,0.000000,691.630,0.000000
204419,564696,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
204420,564696,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
209318,564698,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
199462,564700,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,530.640,0.000000
199463,564700,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,530.640,0.000000
295647,564700,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,1.000000,NULL,NULL,530.640,NULL
240777,564702,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,691.630,0.000000
240778,564702,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
222397,564704,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,16.000000,0.000000,0.000000,691.630,0.000000
222398,564704,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
240367,564705,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.180,0.000000
240368,564705,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.180,0.000000
240369,564705,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,594.180,0.000000
189524,564709,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
189525,564709,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
189526,564709,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,347.000000,0.000000,0.000000,691.630,0.000000
173236,564710,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,2.000000,NULL,NULL,691.630,0.000000
173237,564710,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,6.000000,NULL,NULL,691.630,NULL
173238,564710,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
295670,564710,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,1.000000,NULL,NULL,691.630,NULL
240303,564712,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,691.630,0.000000
240304,564712,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
189797,564714,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,691.630,0.000000
189798,564714,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
189799,564714,2019,6300,No,Yes,0.000000,0.000000,0.000000,0.000000,8,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
189800,564714,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
189801,564714,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,71.000000,0.000000,0.000000,691.630,0.000000
212980,564716,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
212981,564716,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
187000,564717,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
187001,564717,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,691.630,0.000000
216459,564720,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,691.630,0.000000
216460,564720,2019,6300,No,Yes,0.000000,0.000000,0.000000,0.000000,8,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
216461,564720,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
